172589	4932
68472513	237561
759245720	569365
212537685	441960
636599925	671987
365761867	1095631
679998547	1077442
671180732	1279043
119496561	331117
332594870	4911
146414081	294746
354547017	5480
816189706	28573
70991030	330879
242808519	441959
45199267	284811
67527947	227321
597585233	1072389
254584636	559307
330929462	861557
396457976	985895
748518844	1284197
679993483	1077442
50304517	284590
365981163	1071378
149248482	379508
915033106	1442369
521781767	1268274
629634854	1263415
366991200	1064592
684174595	858893
410078422	1071382
363747728	931890
631389862	383855
752279781	1603295
628266628	1182541
628319120	1182544
50285107	284593
259481176	227321
444314293	1071380
628329625	1182542
748548863	1427455
403214632	1071383
459374015	1245528
389645450	242507
513030744	566037
682393138	1420912
367002383	1071381
662531047	1043002
667832324	1168221
915064873	1442369
255723964	294747
628223017	1182541
671161519	1220924
684156774	858893
915194987	348802
156847822	436907
294654379	284592
908568305	498019
366989403	1064592
662502713	1043003
682403192	1420912
